root@vmi2735602:/opt/trading-bot-v91# docker-compose logs trading-bot
trading-bot-v91  | INFO:binance_handler:Successfully connected to Binance Futures (testnet=True)
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 1201ms for BTCUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: f6f09a7c-bef5-456a-908a-190c4fbeb4f9
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 1217ms for BTCUSDT.P
trading-bot-v91  | INFO:__main__:📡 Received signal for BTCUSDT.P - sell [Trace: f6f09a7c-bef5-456a-908a-190c4fbeb4f9]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: f6f09a7c-bef5-456a-908a-190c4fbeb4f9
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36554 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 2060ms for ETHUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: 0b2f5389-6af9-47cb-b1c7-b29267e34f15
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 2086ms for ETHUSDT.P
trading-bot-v91  | ERROR:__main__:🚨 M5 CRITICAL latency: 2086ms for ETHUSDT.P
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1402990543935373312/J4lKYN25YPPmfU35FPscvggZiZV81LSgUgoRoDdwgE_5dbb5mHU-SvlxW7CxG7Kg7y4T?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | INFO:__main__:📡 Received signal for ETHUSDT.P - sell [Trace: 0b2f5389-6af9-47cb-b1c7-b29267e34f15]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: 0b2f5389-6af9-47cb-b1c7-b29267e34f15
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | INFO:database:Cleaned up 0 alerts and 0 performance records
trading-bot-v91  | INFO:__main__:🧹 Cleanup completed. Removed 0 expired position guards
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1405478101642903593/PV6Hp9LHUOQ0m0mwkp74olG5-D_IPlWC_Kq52gO-NJZUWqHdKBZEwbAj7B_nPVPXqlK0?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36558 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 1237ms for ETHUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: 4dd1ec83-eed9-45ab-9404-3e2e97537b13
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 1254ms for ETHUSDT.P
trading-bot-v91  | INFO:__main__:📡 Received signal for ETHUSDT.P - sell [Trace: 4dd1ec83-eed9-45ab-9404-3e2e97537b13]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: 4dd1ec83-eed9-45ab-9404-3e2e97537b13
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | INFO:     172.21.0.5:36558 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 1592ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: 56212b41-7e4a-4da2-8ae7-829b03a099d6
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 1605ms for BNBUSDT.P
trading-bot-v91  | ERROR:__main__:🚨 M5 CRITICAL latency: 1605ms for BNBUSDT.P
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1402990543935373312/J4lKYN25YPPmfU35FPscvggZiZV81LSgUgoRoDdwgE_5dbb5mHU-SvlxW7CxG7Kg7y4T?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | INFO:__main__:📡 Received signal for BNBUSDT.P - sell [Trace: 56212b41-7e4a-4da2-8ae7-829b03a099d6]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: 56212b41-7e4a-4da2-8ae7-829b03a099d6
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36562 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | ERROR:database:Failed to log execution trace: (psycopg2.errors.StringDataRightTruncation) value too long for type character varying(10)
trading-bot-v91  |
trading-bot-v91  | [SQL: INSERT INTO execution_traces (trace_id, symbol, action, stage, timestamp, processing_time_ms, status, message, context_data, trade_id, decision_trace_id, created_at) VALUES (%(trace_id)s, %(symbol)s, %(action)s, %(stage)s, %(timestamp)s, %(processing_time_ms)s, %(status)s, %(message)s, %(context_data)s, %(trade_id)s, %(decision_trace_id)s, %(created_at)s) RETURNING execution_traces.id]
trading-bot-v91  | [parameters: {'trace_id': 'f4de0d7d-1547-465a-901f-9622c1e40209', 'symbol': 'BTCUSDT.P', 'action': 'emergency_sell', 'stage': 'started', 'timestamp': datetime.datetime(2025, 9, 1, 2, 30, 1, 625253), 'processing_time_ms': 0, 'status': 'running', 'message': 'Started alert_processing', 'context_data': '{"symbol": "BTCUSDT.P", "action": "emergency_sell", "tier": "Emergency", "idempotency_key": "39371f0c1a65d36886e2bf574db39481"}', 'trade_id': None, 'decision_trace_id': None, 'created_at': datetime.datetime(2025, 9, 1, 2, 30, 1, 625267)}]
trading-bot-v91  | (Background on this error at: https://sqlalche.me/e/14/9h9h)
trading-bot-v91  | ERROR:__main__:Error creating diagnostic trace: (psycopg2.errors.StringDataRightTruncation) value too long for type character varying(10)
trading-bot-v91  |
trading-bot-v91  | [SQL: INSERT INTO decision_traces (trace_id, symbol, action, tier, alert_timestamp, processing_stage, final_decision, rejection_reason, position_size_pct, position_size_usdt, leverage_used, leverage_suggested, stop_loss_pct, take_profit_1_pct, take_profit_2_pct, take_profit_3_pct, ml_confidence, risk_score, market_regime, regime_confidence, pine_health_score, atr_percentile, adx_strength, volume_profile_score, processing_time_ms, api_latency_ms, decision_latency_ms, trade_id, alert_history_id, raw_alert_data, decision_context, created_at, completed_at) VALUES (%(trace_id)s, %(symbol)s, %(action)s, %(tier)s, %(alert_timestamp)s, %(processing_stage)s, %(final_decision)s, %(rejection_reason)s, %(position_size_pct)s, %(position_size_usdt)s, %(leverage_used)s, %(leverage_suggested)s, %(stop_loss_pct)s, %(take_profit_1_pct)s, %(take_profit_2_pct)s, %(take_profit_3_pct)s, %(ml_confidence)s, %(risk_score)s, %(market_regime)s, %(regime_confidence)s, %(pine_health_score)s, %(atr_percentile)s, %(adx_strength)s, %(volume_profile_score)s, %(processing_time_ms)s, %(api_latency_ms)s, %(decision_latency_ms)s, %(trade_id)s, %(alert_history_id)s, %(raw_alert_data)s, %(decision_context)s, %(created_at)s, %(completed_at)s) RETURNING decision_traces.id]
trading-bot-v91  | [parameters: {'trace_id': 'b5daddea-0cad-4c5a-9f41-c807493d5ccc', 'symbol': 'BTCUSDT.P', 'action': 'EMERGENCY_SELL', 'tier': 'Emergency', 'alert_timestamp': datetime.datetime(2025, 9, 1, 2, 30, 1, 634284), 'processing_stage': 'received', 'final_decision': 'PROCESSING', 'rejection_reason': None, 'position_size_pct': None, 'position_size_usdt': None, 'leverage_used': None, 'leverage_suggested': None, 'stop_loss_pct': None, 'take_profit_1_pct': None, 'take_profit_2_pct': None, 'take_profit_3_pct': None, 'ml_confidence': None, 'risk_score': None, 'market_regime': None, 'regime_confidence': None, 'pine_health_score': None, 'atr_percentile': None, 'adx_strength': None, 'volume_profile_score': None, 'processing_time_ms': None, 'api_latency_ms': None, 'decision_latency_ms': None, 'trade_id': None, 'alert_history_id': None, 'raw_alert_data': '{"action": "emergency_sell", "symbol": "BTCUSDT.P", "price": 107652.8, "sl": 107940.942899, "tp1": 107535.64175, "tp2": 107391.570301, "tp3": 107247. ... (581 characters truncated) ... ": null, "alert_id": null, "idempotency_key": "39371f0c1a65d36886e2bf574db39481", "received_at": "2025-09-01T02:30:01.634212", "latency_metrics": {}}', 'decision_context': '{"bot_mode": null, "paused": false, "emergency_mode": false, "active_positions": 0, "daily_pnl": 0.0, "daily_trades": 0}', 'created_at': datetime.datetime(2025, 9, 1, 2, 30, 1, 636508), 'completed_at': None}]
trading-bot-v91  | (Background on this error at: https://sqlalche.me/e/14/9h9h)
trading-bot-v91  | INFO:__main__:📡 Received signal for BTCUSDT.P - emergency_sell [Trace: None]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36576 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 3346ms for BTCUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: 7a5ef55a-a1d4-4557-8f37-4245eb557965
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 3385ms for BTCUSDT.P
trading-bot-v91  | ERROR:__main__:🚨 M5 CRITICAL latency: 3385ms for BTCUSDT.P
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1402990543935373312/J4lKYN25YPPmfU35FPscvggZiZV81LSgUgoRoDdwgE_5dbb5mHU-SvlxW7CxG7Kg7y4T?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | INFO:__main__:📡 Received signal for BTCUSDT.P - sell [Trace: 7a5ef55a-a1d4-4557-8f37-4245eb557965]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: 7a5ef55a-a1d4-4557-8f37-4245eb557965
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36578 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 10799ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: b6d54d02-9993-46d3-ad2f-9a3982999320
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 10813ms for BNBUSDT.P
trading-bot-v91  | ERROR:__main__:🚨 M5 CRITICAL latency: 10813ms for BNBUSDT.P
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1402990543935373312/J4lKYN25YPPmfU35FPscvggZiZV81LSgUgoRoDdwgE_5dbb5mHU-SvlxW7CxG7Kg7y4T?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | INFO:__main__:📡 Received signal for BNBUSDT.P - sell [Trace: b6d54d02-9993-46d3-ad2f-9a3982999320]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: b6d54d02-9993-46d3-ad2f-9a3982999320
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | INFO:     172.21.0.5:36582 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 1784ms for BTCUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: 33216b42-8fbf-4559-95db-6e9e830b7213
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 1806ms for BTCUSDT.P
trading-bot-v91  | ERROR:__main__:🚨 M5 CRITICAL latency: 1806ms for BTCUSDT.P
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1402990543935373312/J4lKYN25YPPmfU35FPscvggZiZV81LSgUgoRoDdwgE_5dbb5mHU-SvlxW7CxG7Kg7y4T?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | INFO:__main__:📡 Received signal for BTCUSDT.P - sell [Trace: 33216b42-8fbf-4559-95db-6e9e830b7213]
